grupo,categoria,Tipo_Curso,Nombre_curso,Pais,Ano,Idioma,Medio_divulgacion,sitio_web,Participacion,Duracion_semanas,Finalidad,lugar,Institucion_Financiadora,Autores
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Curso de Corta Duración Dictados, Extensión extracurricular ,diplomado virtual Diseño de rúbricas en ciencias sociales,Colombia,2018,Español,Internet,//campusvirtual.ucc.edu.co/d2l/home/128087,Docente,10,"Diseñar rúbricas para evaluar competencias, con base a los parámetros del modelo educativo institucional de la Universidad Cooperativa de Colombia",Universidad Cooperativa de Colombia,UNIVERSIDAD COOPERATIVA DE COLOMBIA, LEIDY TATIANA CASTANEDA QUIRAMA
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Curso de Corta Duración Dictados, Especialización ,Curso Fundamentos para la dirección de proyectos,Colombia,2018,Español,Otro, ,Docente,2,Orientar el curso Fundamentos para la dirección de proyectos - Especialización en gerencia de Proyectos,Corporación Universitaria remington - sede medellín,CORPORACIÓN UNIVERSITARIA REMINGTON, MAURICIO ALEJANDRO BEDOYA JIMENEZ
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Curso de Corta Duración Dictados, Extensión extracurricular ,I Congreso Nacional en Neuropsicopedagogía,Colombia,2018,Español,Varios, ,Organizador,1,Generar un espacio para la conceptualización y la actualización en procesos de evaluación e intervención  neuropsicopedagógica,Universidad Católica Luis Amigó,UNIVERSIDAD CATOLICA LUIS AMIGO, DUBIS MARCELA RINCON BARRETO
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Curso de Corta Duración Dictados, Especialización ,"curso Historia, geopolítica y Aspectos socioculturales de las drogas",Colombia,2018,Español,Otro, ,Docente,4,"orientar el curso Historia, geopolítica y Aspectos socioculturales de las drogas en la Especialización de Adicciones",Universidad Catolica Luis Amigó - Sede Medellín,UNIVERSIDAD CATOLICA LUIS AMIGO, MAURICIO ALEJANDRO BEDOYA JIMENEZ
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Curso de Corta Duración Dictados, Especialización ,curso formulación de proyectos,Colombia,2018,Español,Otro, ,Docente,3,orientar el curso Formulación de Proyectos en la Especialización en Gerencia de Proyectos,corporación Universitaria remington - Sede monteria,CORPORACIÓN UNIVERSITARIA REMINGTON, MAURICIO ALEJANDRO BEDOYA JIMENEZ
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Curso de Corta Duración Dictados, Extensión extracurricular ,Psicopatología de los trastornos de ansiedad y depresión desde una mirada cognitivo conductual,Colombia,2018,Español,Papel, ,Docente,16,,Universidad Católica Luis Amigó,UNIVERSIDAD CATOLICA LUIS AMIGO, LEIDY TATIANA CASTANEDA QUIRAMA
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Curso de Corta Duración Dictados, Extensión extracurricular ,"curso Historia, geopolítica y Aspectos socioculturales de las drogas",Colombia,2017,Español,Papel, ,Docente,4,"orientar el curso Historia, geopolítica y Aspectos socioculturales de las drogas en la Especialización de Adicciones",Universidad Catolica Luis Amigó - Sede Medellín,UNIVERSIDAD CATOLICA LUIS AMIGO, MAURICIO ALEJANDRO BEDOYA JIMENEZ
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Curso de Corta Duración Dictados, Extensión extracurricular ,Psicofarmacología para Psicólogos,Colombia,2016,Español,Papel, ,Docente,16,Electivo de la Formación en Psicología,Universidad Católica Luis Amigó,UNIVERSIDAD CATOLICA LUIS AMIGO, SANDRA MILENA RESTREPO ESCOBAR
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Curso de Corta Duración Dictados, Extensión extracurricular ,Juventudes y Adicciones,Colombia,2016,Español,Papel, ,Docente,16,Electivo de la Formación en Psicología,Universidad Católica Luis Amigó,UNIVERSIDAD CATOLICA LUIS AMIGO, SANDRA MILENA RESTREPO ESCOBAR
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Curso de Corta Duración Dictados, Extensión extracurricular ,Diplomado en Adicciones,Colombia,2015,Español,Papel, ,Organizador,16,Formar profesionales en el tema de las adicciones,Universidad de Antioquia,, SANDRA MILENA RESTREPO ESCOBAR
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Curso de Corta Duración Dictados, Extensión extracurricular ,Diplomado en Adicciones,Colombia,2015,Español,Varios, ,Organizador,16,Formar profesionales en el tema de las adicciones,Universidad de Antioquia,UNIVERSIDAD DE ANTIOQUIA, SANDRA MILENA RESTREPO ESCOBAR
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Curso de Corta Duración Dictados, Otro ,Adicciones en poblaciones Especiales,Colombia,2014,Español,Otro, ,Docente,2,Curso electivo en la Maestría en Adicciones,Medellín,UNIVERSIDAD CATOLICA LUIS AMIGO, SANDRA MILENA RESTREPO ESCOBAR
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Curso de Corta Duración Dictados, Extensión extracurricular ,PSICOPATOLOGIA,Colombia,2014,Español,Papel, ,Docente,0,,,UNIVERSIDAD CATOLICA LUIS AMIGO, NICOLAS IGNACIO URIBE ARAMBURO
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Curso de Corta Duración Dictados, Extensión extracurricular ,Diplomado en Adicciones,Colombia,2014,Español,Otro, ,Docente,4,Capacitar sobre las Adicciones Comportamentales,Universidad de Antioquia,UNIVERSIDAD DE ANTIOQUIA, SANDRA MILENA RESTREPO ESCOBAR
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Curso de Corta Duración Dictados, Extensión extracurricular ,Concepciones psicoanaliticas de la adolescencia,Colombia,2014,Español,Papel, ,Organizador,1,,Fundacion Universitaria Luis Amigo,, NICOLAS IGNACIO URIBE ARAMBURO
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Curso de Corta Duración Dictados, Extensión extracurricular ,Investigacion III,Colombia,2014,Español,Papel, ,Docente,0,,,UNIVERSIDAD DE SAN BUENAVENTURA - SEDE MEDELLÍN, NICOLAS IGNACIO URIBE ARAMBURO
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Curso de Corta Duración Dictados, Extensión extracurricular ,"Psicopatologia, Psicologia y Psicoanalisis",Colombia,2014,Español,Papel, ,Docente,1,,Fundacion Universitaria Luis Amigo,, NICOLAS IGNACIO URIBE ARAMBURO
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Curso de Corta Duración Dictados, Extensión extracurricular ,Psicologia comunitaria,Colombia,2014,Español,Papel, ,Docente,0,,Fundacion Universitaria Luis Amigo,, NICOLAS IGNACIO URIBE ARAMBURO
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Curso de Corta Duración Dictados, Extensión extracurricular ,Psicologia Clinica,Colombia,2014,Español,Papel, ,Docente,16,,Fundacion Universitaria Luis Amigo,, NICOLAS IGNACIO URIBE ARAMBURO
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Curso de Corta Duración Dictados, Extensión extracurricular ,"Trabajo de Grado II. Drogas, arte y locura.",Colombia,2014,Español,Papel, ,Docente,16,,Fundacion Universitaria Luis Amigo,, NICOLAS IGNACIO URIBE ARAMBURO
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Curso de Corta Duración Dictados, Extensión extracurricular ,Pruebas psicologicas en el escenario clinico,Colombia,2014,Español,Papel, ,Docente,16,,Fundacion Universitaria Luis Amigo,, NICOLAS IGNACIO URIBE ARAMBURO
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Curso de Corta Duración Dictados, Extensión extracurricular ,Psicologia social I.,Colombia,2013,Español,Papel, ,Docente,0,,,UNIVERSIDAD DE SAN BUENAVENTURA - SEDE MEDELLÍN, NICOLAS IGNACIO URIBE ARAMBURO
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Curso de Corta Duración Dictados, Extensión extracurricular ,Delincuencia juvenil,Colombia,2013,Español,Papel, ,Docente,0,,Fundacion Universitaria Luis Amigo,, NICOLAS IGNACIO URIBE ARAMBURO
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Curso de Corta Duración Dictados, Especialización ,Investigación y trabajo de grado I,Colombia,2013,Español,Papel,//virtual.funlam.edu.co/course/view.php?id=4696,Docente,6,Acompañar la construcción del anteproyecto de trabajo de grado I en la Especialización,Fundación Universitaria Luis Amigó,UNIVERSIDAD CATOLICA LUIS AMIGO, SANDRA MILENA RESTREPO ESCOBAR
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Curso de Corta Duración Dictados, Extensión extracurricular ,Desarrollo Humano,Colombia,2013,Español,Varios, ,Docente,10,Curso del diplomado de operadores calificados,Medellín,UNIVERSIDAD CATOLICA LUIS AMIGO, SANDRA MILENA RESTREPO ESCOBAR
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Curso de Corta Duración Dictados, Especialización ,Otras dependencias no químicas,Colombia,2013,Español,Papel,//virtual.funlam.edu.co/course/view.php?id=4335,Docente,2,Capacitar a estudiantes de la Especialización en el tema de las adicciones comportamentales,Fundación Universitaria Luis Amigó,UNIVERSIDAD CATOLICA LUIS AMIGO, SANDRA MILENA RESTREPO ESCOBAR
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Curso de Corta Duración Dictados, Extensión extracurricular ,"Trabajo de Grado I. Drogas, arte y locura.",Colombia,2013,Español,Papel, ,Docente,0,,Fundacion Universitaria Luis Amigo,, NICOLAS IGNACIO URIBE ARAMBURO
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Curso de Corta Duración Dictados, Extensión extracurricular ,Desarrollo Humano,Colombia,2013,Español,Varios, ,Docente,10,Curso del Diplomado Operadores calificados,Medellín,UNIVERSIDAD CATOLICA LUIS AMIGO, SANDRA MILENA RESTREPO ESCOBAR
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Curso de Corta Duración Dictados, Especialización ,Otras Dependencias no químicas,Colombia,2012,Español,Papel, ,Docente,2,Curso de la Especialización en Farmacodependencia,Medellín,UNIVERSIDAD CATOLICA LUIS AMIGO, SANDRA MILENA RESTREPO ESCOBAR
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Curso de Corta Duración Dictados, Extensión extracurricular ,Trabajo de Grado III. Farmacodependencia y Psicologia Social. 2012.,Colombia,2012,Español,Papel, ,Docente,16,"Desarrollar y consolidar las capaicdades y habilidades investigativas de los estudiantes en relacion al consumo de drogas, a traves de la construccion de articulos de investigacion, de tipo revision de tema",Fundacion Universitaria Luis Amigo,UNIVERSIDAD CATOLICA LUIS AMIGO, NICOLAS IGNACIO URIBE ARAMBURO
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Curso de Corta Duración Dictados, Extensión extracurricular ,Consumo de drogas y barras de futbol,Colombia,2012,Español,Papel, ,Docente,16,diseñar y ejecutar una investigacion sobre el uso de drogas y los fenomenos de violencia en las barras de futbol de la ciudad de Medellin.,Fundacion Universitaria Luis Amigo,UNIVERSIDAD CATOLICA LUIS AMIGO, NICOLAS IGNACIO URIBE ARAMBURO
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Curso de Corta Duración Dictados, Perfeccionamiento ,Aspectos Generales del tratamiento y rehabilitación en drogodependencias.,Venezuela,2012,Español,Internet, ,Docente,1,"Entrenar grupo de psicologos, medicos, psiquiatras y educadores en el tratamiento de la desintoxicacion y rehabilitacion de la dependencia a la heroina",Hospital san Juan de Dios- Universidad de los Andes,Universidad de los Andes Venezuela, GUILLERMO ALONSO CASTANO PEREZ
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Curso de Corta Duración Dictados, Extensión extracurricular ,Trabajo de Grado II. Farmacodepdencia y psicologia social.,Colombia,2012,Español,Papel, ,Docente,16,"Desarrollar y consolidar las habilidades y capacidades investigativas de los estudiantes, en relacion al fenomeno del consumo de drogas, y a travez de la construccion de articulos de investigacion, de tipo revision de tema.",Fundacion Universitaria Luis Amigo,UNIVERSIDAD CATOLICA LUIS AMIGO, NICOLAS IGNACIO URIBE ARAMBURO
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Curso de Corta Duración Dictados, Extensión extracurricular ,Trabajo de grado I. Consumo de drogas y barras de futbol.,Colombia,2012,Español,Papel, ,Docente,16,diseñar y ejecutar una investigacion sobre el uso de drogas y los fenomenos de violencia en las barras de futbol de la ciudad de Medellin.,Fundacion Universitaria Luis Amigo,UNIVERSIDAD CATOLICA LUIS AMIGO, NICOLAS IGNACIO URIBE ARAMBURO
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Curso de Corta Duración Dictados, Extensión extracurricular ,Diseño y Desarrollo de programas de Prevencional consumo/abuso de drogas en el ambito universitario,Colombia,2011,Español,Papel, ,Docente,0,"Formar profesionales del Area de Bienestar universitario de institucione spublicas y privadas de la Ciudad de Medellin, para el diseño, desarrollo y evaluacion de programas de prevencion al consumo/abuso de drogas",Hospital Geriatrico San Isidro Manizales,Alcaldia Municipal De Manizales, GUILLERMO ALONSO CASTANO PEREZ
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Curso de Corta Duración Dictados, Perfeccionamiento ,Entrenamiento en Universidades de Manizales para la elaboración de programas de prevención,Colombia,2010,Español,Papel, ,Docente,16,Curso de corta duración,Universidad de Manizales,, GUILLERMO ALONSO CASTANO PEREZ
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Curso de Corta Duración Dictados, Perfeccionamiento ,Modelos de tratamiento en farmacodependencia,Colombia,2008,Español,Internet, ,Docente,1,,,UNIVERSIDAD CATOLICA LUIS AMIGO, MARIA ADELAIDA STORTI CALDERON
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Curso de Corta Duración Dictados, Perfeccionamiento ,Diplomatura del Operadores Comunidad Terapéutica en las áreas desarrollo humano y trabajo grupal,Colombia,2008,Español,Internet, ,Docente,1,,,UNIVERSIDAD CATOLICA LUIS AMIGO, MARIA CAROLINA MONTOYA MONTOYA
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Curso de Corta Duración Dictados, Extensión extracurricular ,Formacion para la calidad de vida y prevencion de problematicas sociales en al ambito universitario,Colombia,2007,Español,Papel, ,Docente,8,Capacitar docentes y estudiantes de universidades publicas y privadas para la prevencion de problematicas sociales y el diseño y desarrollo de programas de prevencion,Fundacion Universitaria Luis Amigo.,Federación Internacional de Universidades Católicas del mundo, GUILLERMO ALONSO CASTANO PEREZ
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Curso de Corta Duración Dictados, Perfeccionamiento ,Seminario de crecimiento personal,Colombia,2007,Español,Internet, ,Docente,1,,,UNIVERSIDAD CATOLICA LUIS AMIGO, MARIA CAROLINA MONTOYA MONTOYA
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Curso de Corta Duración Dictados, Perfeccionamiento ,Elementos pedagógicos en el uso indebido de sustancias psicoactivas,Colombia,2007,Español,Internet, ,Docente,1,,,UNIVERSIDAD CATOLICA LUIS AMIGO, MARIA ADELAIDA STORTI CALDERON
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Curso de Corta Duración Dictados, Perfeccionamiento ,Curso sobre construcción de módulos educativos,Honduras,2007,Español,Internet, ,Docente,1,,,UNIVERSIDAD CATOLICA LUIS AMIGO, MARIA CAROLINA MONTOYA MONTOYA
