"","revista","categoria","ano","ISSN"
"354","BIT NUMERICAL MATHEMATICS","A1",2022,"
1572-9125"
"355","BLACK SCHOLAR","A1",2022,"0006-4246"
"356","BLOOD","A1",2022,"0006-4971"
"357","BLOOD","A1",2022,"
1528-0020"
"358","BOGOSLOVNI VESTNIK","A1",2022,"0006-5722"
"359","BOGOSLOVNI VESTNIK","A1",2022,"
1581-2987"
"360","BOOKBIRD JOURNAL OF INTERNATIONAL CHILDREN S LITERATURE","A1",2022,"0006-7377"
"361","BOOKBIRD JOURNAL OF INTERNATIONAL CHILDREN S LITERATURE","A1",2022,"
1918-6983"
"362","BOTANICAL REVIEW","A1",2022,"0006-8101"
"363","BOTANICAL REVIEW","A1",2022,"
1874-9372"
"364","BRAIN","A1",2022,"0006-8950"
"365","BRAIN","A1",2022,"
1460-2156"
"366","BRITISH JOURNAL FOR THE HISTORY OF SCIENCE","A1",2022,"0007-0874"
"367","BRITISH JOURNAL FOR THE HISTORY OF SCIENCE","A1",2022,"
1474-001X"
"368","BRITISH JOURNAL FOR THE PHILOSOPHY OF SCIENCE","A1",2022,"0007-0882"
"369","BRITISH JOURNAL FOR THE PHILOSOPHY OF SCIENCE","A1",2022,"
1464-3537"
"370","BRITISH JOURNAL OF AESTHETICS","A1",2022,"0007-0904"
"371","BRITISH JOURNAL OF AESTHETICS","A1",2022,"
1468-2842"
"372","BRITISH JOURNAL OF ANAESTHESIA","A1",2022,"0007-0912"
"373","BRITISH JOURNAL OF ANAESTHESIA","A1",2022,"
1471-6771"
"374","BRITISH JOURNAL OF CANCER","A1",2022,"0007-0920"
"375","BRITISH JOURNAL OF CANCER","A1",2022,"
1532-1827"
"376","BRITISH JOURNAL OF CRIMINOLOGY","A1",2022,"0007-0955"
"377","BRITISH JOURNAL OF CRIMINOLOGY","A1",2022,"
1464-3529"
"378","BRITISH JOURNAL OF DERMATOLOGY","A1",2022,"0007-0963"
"379","BRITISH JOURNAL OF DERMATOLOGY","A1",2022,"
1365-2133"
"380","BRITISH JOURNAL OF EDUCATIONAL PSYCHOLOGY","A1",2022,"0007-0998"
"381","BRITISH JOURNAL OF EDUCATIONAL PSYCHOLOGY","A1",2022,"
2044-8279"
"382","BRITISH JOURNAL OF EDUCATIONAL STUDIES","A1",2022,"0007-1005"
"383","BRITISH JOURNAL OF EDUCATIONAL STUDIES","A1",2022,"
1467-8527"
"384","BRITISH JOURNAL OF EDUCATIONAL TECHNOLOGY","A1",2022,"0007-1013"
"385","BRITISH JOURNAL OF EDUCATIONAL TECHNOLOGY","A1",2022,"
1467-8535"
"386","BRITISH JOURNAL OF HAEMATOLOGY","A1",2022,"0007-1048"
"387","BRITISH JOURNAL OF HAEMATOLOGY","A1",2022,"
1365-2141"
"388","BRITISH JOURNAL OF INDUSTRIAL RELATIONS","A1",2022,"0007-1080"
"389","BRITISH JOURNAL OF INDUSTRIAL RELATIONS","A1",2022,"
1467-8543"
"390","BRITISH JOURNAL OF MATHEMATICAL STATISTICAL PSYCHOLOGY","A1",2022,"0007-1102"
"391","BRITISH JOURNAL OF NUTRITION","A1",2022,"0007-1145"
"392","BRITISH JOURNAL OF NUTRITION","A1",2022,"
1475-2662"
"393","BRITISH JOURNAL OF OPHTHALMOLOGY","A1",2022,"0007-1161"
"394","BRITISH JOURNAL OF OPHTHALMOLOGY","A1",2022,"
1468-2079"
"395","BRITISH JOURNAL OF PHARMACOLOGY","A1",2022,"0007-1188"
"396","BRITISH JOURNAL OF PHARMACOLOGY","A1",2022,"
1476-5381"
"397","BRITISH JOURNAL OF POLITICAL SCIENCE","A1",2022,"0007-1234"
"398","BRITISH JOURNAL OF POLITICAL SCIENCE","A1",2022,"
1469-2112"
"399","BRITISH JOURNAL OF PSYCHIATRY","A1",2022,"0007-1250"
"400","BRITISH JOURNAL OF PSYCHIATRY","A1",2022,"
1472-1465"
"401","BRITISH JOURNAL OF PSYCHOLOGY GENERAL SECTION","A1",2022,"0007-1269"
"402","BRITISH JOURNAL OF SOCIOLOGY","A1",2022,"0007-1315"
"403","BRITISH JOURNAL OF SOCIOLOGY","A1",2022,"
1468-4446"
"404","BRITISH JOURNAL OF SURGERY","A1",2022,"0007-1323"
"405","BRITISH JOURNAL OF SURGERY","A1",2022,"
1365-2168"
"406","BRITISH MEDICAL BULLETIN","A1",2022,"0007-1420"
"407","BRITISH MEDICAL BULLETIN","A1",2022,"
1471-8391"
"408","BROOKINGS PAPERS ON ECONOMIC ACTIVITY","A1",2022,"0007-2303"
"409","BROOKINGS PAPERS ON ECONOMIC ACTIVITY","A1",2022,"
1533-4465"
"410","BULLETIN DES SCIENCES MATHEMATIQUES","A1",2022,"0007-4497"
"411","BULLETIN DES SCIENCES MATHEMATIQUES","A1",2022,"
1952-4773"
"412","BULLETIN OF INDONESIAN ECONOMIC STUDIES","A1",2022,"0007-4918"
"413","BULLETIN OF INDONESIAN ECONOMIC STUDIES","A1",2022,"
1472-7234"
"414","BULLETIN OF THE HISTORY OF MEDICINE","A1",2022,"0007-5140"
"415","BULLETIN OF THE HISTORY OF MEDICINE","A1",2022,"
1086-3176"
"416","BUSINESS SOCIETY","A1",2022,"0007-6503"
"417","BUSINESS SOCIETY","A1",2022,"
1552-4205"
"418","BUSINESS HISTORY","A1",2022,"0007-6791"
"419","BUSINESS HISTORY","A1",2022,"
1743-7938"
"420","BUSINESS HISTORY REVIEW","A1",2022,"0007-6805"
"421","BUSINESS HISTORY REVIEW","A1",2022,"
2044-768X"
"422","BUSINESS HORIZONS","A1",2022,"0007-6813"
"423","BUSINESS HORIZONS","A1",2022,"
1873-6068"
"424","CIRP ANNALS MANUFACTURING TECHNOLOGY","A1",2022,"0007-8506"
"425","CIRP ANNALS MANUFACTURING TECHNOLOGY","A1",2022,"
1726-0604"
"426","CA A CANCER JOURNAL FOR CLINICIANS","A1",2022,"0007-9235"
"427","CA A CANCER JOURNAL FOR CLINICIANS","A1",2022,"
1542-4863"
"428","CALCOLO","A1",2022,"0008-0624"
"429","CALCOLO","A1",2022,"
1126-5434"
"430","CALIFORNIA LAW REVIEW","A1",2022,"0008-1221"
"431","CALIFORNIA LAW REVIEW","A1",2022,"
1942-6542"
"432","CALIFORNIA MANAGEMENT REVIEW","A1",2022,"0008-1256"
"433","CALIFORNIA MANAGEMENT REVIEW","A1",2022,"
2162-8564"
"434","CANADIAN FAMILY PHYSICIAN","A1",2022,"0008-350X"
"435","CANADIAN FAMILY PHYSICIAN","A1",2022,"
1715-5258"
"436","CANADIAN GEOTECHNICAL JOURNAL","A1",2022,"0008-3674"
"437","CANADIAN GEOTECHNICAL JOURNAL","A1",2022,"
1208-6010"
"438","CANADIAN HISTORICAL REVIEW","A1",2022,"0008-3755"
"439","CANADIAN HISTORICAL REVIEW","A1",2022,"
1710-1093"
"440","CANADIAN JOURNAL OF AFRICAN STUDIES","A1",2022,"0008-3968"
"441","CANADIAN JOURNAL OF OCCUPATIONAL THERAPY REVUE CANADIENNE D
ERGOTHERAPIE","A1",2022,"0008-4174"
"442","CANADIAN JOURNAL OF OCCUPATIONAL THERAPY REVUE CANADIENNE D
ERGOTHERAPIE","A1",2022,"
1911-9828"
"443","STUDIES IN RELIGION SCIENCES RELIGIEUSES","A1",2022,"0008-4298"
"444","STUDIES IN RELIGION SCIENCES RELIGIEUSES","A1",2022,"
2042-0587"
"445","CMAJ","A1",2022,"0008-4409"
"446","CMAJ","A1",2022,"
0820-3946"
"447","CMAJ","A1",2022,""
"448","CANADIAN MODERN LANGUAGE REVIEW REVUE CANADIENNE DES LANGUES
VIVANTES","A1",2022,"0008-4506"
"449","CANADIAN MODERN LANGUAGE REVIEW REVUE CANADIENNE DES LANGUES
VIVANTES","A1",2022,"
1710-1131"
"450","CANADIAN SLAVONIC PAPERS","A1",2022,"0008-5006"
"451","CANCER","A1",2022,"0008-543X"
"452","CANCER","A1",2022,"
1097-0142"
"453","AMERICAN JOURNAL OF CANCER","A1",2022,"0008-5472"
"454","CARBON","A1",2022,"0008-6223"
"455","CARBON","A1",2022,"
1873-3891"
"456","CARDIOVASCULAR RESEARCH","A1",2022,"0008-6363"
"457","CARDIOVASCULAR RESEARCH","A1",2022,"
1755-3245"
"458","CARIES RESEARCH","A1",2022,"0008-6568"
"459","CARIES RESEARCH","A1",2022,"
1421-976X"
"460","CELLULAR IMMUNOLOGY","A1",2022,"0008-8749"
"461","CELLULAR IMMUNOLOGY","A1",2022,"
1090-2163"
"462","CEMENT AND CONCRETE RESEARCH","A1",2022,"0008-8846"
"463","CEMENT AND CONCRETE RESEARCH","A1",2022,"
1873-3948"
"464","CHAUCER REVIEW THE","A1",2022,"0009-2002"
"465","CHAUCER REVIEW THE","A1",2022,"
1528-4204"
"466","CHEMICAL ENGINEERING SCIENCE","A1",2022,"0009-2509"
"467","CHEMICAL ENGINEERING SCIENCE","A1",2022,"
1873-4405"
"468","CHEMICAL GEOLOGY","A1",2022,"0009-2541"
"469","CHEMICAL GEOLOGY","A1",2022,"
1872-6836"
"470","CHEMICAL REVIEWS","A1",2022,"0009-2665"
"471","CHEMICAL REVIEWS","A1",2022,"
1520-6890"
"472","BULLETIN OF THE CHEMICAL SOCIETY OF JAPAN","A1",2022,"0009-2673"
"473","BULLETIN OF THE CHEMICAL SOCIETY OF JAPAN","A1",2022,"
1348-0634"
"474","CHEMICO BIOLOGICAL INTERACTIONS","A1",2022,"0009-2797"
"475","CHEMICO BIOLOGICAL INTERACTIONS","A1",2022,"
1872-7786"
"476","CHEMIE DER ERDE GEOCHEMISTRY","A1",2022,"0009-2819"
"477","CHEMIE DER ERDE GEOCHEMISTRY","A1",2022,"
1611-5864"
"478","CHILD DEVELOPMENT","A1",2022,"0009-3920"
"479","CHILD DEVELOPMENT","A1",2022,"
1467-8624"
"480","CHILD PSYCHIATRY HUMAN DEVELOPMENT","A1",2022,"0009-398X"
"481","CHILD PSYCHIATRY HUMAN DEVELOPMENT","A1",2022,"
1573-3327"
"482","CHROMOSOMA","A1",2022,"0009-5915"
"483","CHROMOSOMA","A1",2022,"
1432-0886"
"484","CIRCULATION","A1",2022,"0009-7322"
"485","CIRCULATION","A1",2022,"
1524-4539"
"486","CIRCULATION RESEARCH","A1",2022,"0009-7330"
"487","CIRCULATION RESEARCH","A1",2022,"
1524-4571"
"488","CLASSICAL JOURNAL","A1",2022,"0009-8353"
"489","CLASSICAL JOURNAL","A1",2022,"
2327-5812"
"490","CLASSICAL PHILOLOGY","A1",2022,"0009-837X"
"491","CLASSICAL PHILOLOGY","A1",2022,"
1546-072X"
"492","CLASSICAL QUARTERLY","A1",2022,"0009-8388"
"493","CLASSICAL QUARTERLY","A1",2022,"
1471-6844"
"494","CLASSICAL WORLD","A1",2022,"0009-8418"
"495","CLASSICAL WORLD","A1",2022,"
1558-9234"
"496","CLINICA CHIMICA ACTA","A1",2022,"0009-8981"
"497","CLINICA CHIMICA ACTA","A1",2022,"
1873-3492"
"498","CLINICAL CHEMISTRY","A1",2022,"0009-9147"
"499","CLINICAL CHEMISTRY","A1",2022,"
1530-8561"
"500","CLINICAL GENETICS","A1",2022,"0009-9163"
"501","CLINICAL GENETICS","A1",2022,"
1399-0004"
"502","CLINICAL ORTHOPAEDICS AND RELATED RESEARCH","A1",2022,"0009-921X"
"503","CLINICAL ORTHOPAEDICS AND RELATED RESEARCH","A1",2022,"
1528-1132"
"504","CLINICAL PHARMACOLOGY THERAPEUTICS","A1",2022,"0009-9236"
"505","CLINICAL PHARMACOLOGY THERAPEUTICS","A1",2022,"
1532-6535"
"506","COGNITION","A1",2022,"0010-0277"
"507","COGNITION","A1",2022,"
1873-7838"
"508","COGNITIVE PSYCHOLOGY","A1",2022,"0010-0285"
"509","COGNITIVE PSYCHOLOGY","A1",2022,"
1095-5623"
"510","COLLEGE RESEARCH LIBRARIES","A1",2022,"0010-0870"
"511","COLLEGE RESEARCH LIBRARIES","A1",2022,"
2150-6701"
"512","COLLEGE COMPOSITION AND COMMUNICATION","A1",2022,"0010-096X"
"513","COLLEGE COMPOSITION AND COMMUNICATION","A1",2022,"
1939-9006"
"514","COLUMBIA LAW REVIEW","A1",2022,"0010-1958"
"515","COLUMBIA LAW REVIEW","A1",2022,"
1945-2268"
"516","COMBUSTION AND FLAME","A1",2022,"0010-2180"
"517","COMBUSTION AND FLAME","A1",2022,"
1556-2921"
"518","COMMENTARII MATHEMATICI HELVETICI","A1",2022,"0010-2571"
"519","COMMENTARII MATHEMATICI HELVETICI","A1",2022,"
1420-8946"
"520","COMMUNICATIONS IN MATHEMATICAL PHYSICS","A1",2022,"0010-3616"
"521","COMMUNICATIONS IN MATHEMATICAL PHYSICS","A1",2022,"
1432-0916"
"522","COMMUNICATIONS ON PURE AND APPLIED MATHEMATICS","A1",2022,"0010-3640"
"523","COMMUNICATIONS ON PURE AND APPLIED MATHEMATICS","A1",2022,"
1097-0312"
"524","COMPARATIVE EDUCATION REVIEW","A1",2022,"0010-4086"
"525","COMPARATIVE EDUCATION REVIEW","A1",2022,"
1545-701X"
"526","COMPARATIVE LITERATURE","A1",2022,"0010-4124"
"527","COMPARATIVE LITERATURE","A1",2022,"
1945-8517"
"528","COMPARATIVE POLITICAL STUDIES","A1",2022,"0010-4140"
"529","COMPARATIVE POLITICAL STUDIES","A1",2022,"
1552-3829"
"530","COMPARATIVE POLITICS","A1",2022,"0010-4159"
"531","COMPARATIVE POLITICS","A1",2022,"
2151-6227"
"532","COMPARATIVE STUDIES IN SOCIETY AND HISTORY","A1",2022,"0010-4175"
"533","COMPARATIVE STUDIES IN SOCIETY AND HISTORY","A1",2022,"
1475-2999"
"534","COMPOSITIO MATHEMATICA","A1",2022,"0010-437X"
"535","COMPOSITIO MATHEMATICA","A1",2022,"
1570-5846"
"536","COMPREHENSIVE PSYCHIATRY","A1",2022,"0010-440X"
"537","COMPREHENSIVE PSYCHIATRY","A1",2022,"
1532-8384"
"538","COMPUTER AIDED DESIGN","A1",2022,"0010-4485"
"539","COMPUTER AIDED DESIGN","A1",2022,"
1879-2685"
"540","COMPUTER PHYSICS COMMUNICATIONS","A1",2022,"0010-4655"
"541","COMPUTER PHYSICS COMMUNICATIONS","A1",2022,"
1879-2944"
"542","COMPUTERS IN BIOLOGY AND MEDICINE","A1",2022,"0010-4825"
"543","COMPUTERS IN BIOLOGY AND MEDICINE","A1",2022,"
1879-0534"
"544","CONDOR","A1",2022,"0010-5422"
"545","CONDOR","A1",2022,"
1938-5129"
"546","CONTEMPORARY LITERATURE","A1",2022,"0010-7484"
"547","CONTEMPORARY LITERATURE","A1",2022,"
1548-9949"
"548","CONTEMPORARY PHYSICS","A1",2022,"0010-7514"
"549","CONTEMPORARY PHYSICS","A1",2022,"
1366-5812"
"550","CONTRACEPTION","A1",2022,"0010-7824"
"551","CONTRACEPTION","A1",2022,"
1879-0518"
"552","CONTRIBUTIONS TO MINERALOGY AND PETROLOGY","A1",2022,"0010-7999"
"553","CONTRIBUTIONS TO MINERALOGY AND PETROLOGY","A1",2022,"
1432-0967"
"554","COOPERATION AND CONFLICT","A1",2022,"0010-8367"
"555","COOPERATION AND CONFLICT","A1",2022,"
1460-3691"
"556","COORDINATION CHEMISTRY REVIEWS","A1",2022,"0010-8545"
"557","COORDINATION CHEMISTRY REVIEWS","A1",2022,"
1873-3840"
"558","CORROSION","A1",2022,"0010-9312"
"559","CORROSION","A1",2022,"
1938-159X"
"560","CORROSION SCIENCE","A1",2022,"0010-938X"
"561","CORROSION SCIENCE","A1",2022,"
1879-0496"
"562","CORTEX","A1",2022,"0010-9452"
"563","CORTEX","A1",2022,"
1973-8102"
"564","BULLETIN OF THE COUNCIL FOR RESEARCH IN MUSIC EDUCATION","A1",2022,"0010-9894"
"565","BULLETIN OF THE COUNCIL FOR RESEARCH IN MUSIC EDUCATION","A1",2022,"
2162-7223"
"566","CRIME DELINQUENCY","A1",2022,"0011-1287"
"567","CRIME DELINQUENCY","A1",2022,"
1552-387X"
"568","CRIMINOLOGY","A1",2022,"0011-1384"
"569","CRIMINOLOGY","A1",2022,"
1745-9125"
"570","CRITIQUE STUDIES IN CONTEMPORARY FICTION","A1",2022,"0011-1619"
"571","CRITIQUE STUDIES IN CONTEMPORARY FICTION","A1",2022,"
1939-9138"
"572","CROP SCIENCE","A1",2022,"0011-183X"
"573","CROP SCIENCE","A1",2022,"
1435-0653"
"574","CRYOBIOLOGY","A1",2022,"0011-2240"
"575","CRYOBIOLOGY","A1",2022,"
1090-2392"
"576","CURATOR THE MUSEUM JOURNAL","A1",2022,"0011-3069"
"577","CURATOR THE MUSEUM JOURNAL","A1",2022,"
2151-6952"
"578","CURRENT ANTHROPOLOGY","A1",2022,"0011-3204"
"579","CURRENT ANTHROPOLOGY","A1",2022,"
1537-5382"
"580","CURRENT SOCIOLOGY","A1",2022,"0011-3921"
"581","CURRENT SOCIOLOGY","A1",2022,"
1461-7064"
"582","DECISION SCIENCES","A1",2022,"0011-7315"
"583","DECISION SCIENCES","A1",2022,"
1540-5915"
"584","DENTAL CLINICS OF NORTH AMERICA","A1",2022,"0011-8532"
"585","DENTAL CLINICS OF NORTH AMERICA","A1",2022,"
1558-0512"
"586","DESALINATION","A1",2022,"0011-9164"
"587","DESALINATION","A1",2022,"
1873-4464"
"588","DEVELOPMENT AND CHANGE","A1",2022,"0012-155X"
"589","DEVELOPMENT AND CHANGE","A1",2022,"
1467-7660"
"590","DEVELOPMENTAL BIOLOGY","A1",2022,"0012-1606"
"591","DEVELOPMENTAL BIOLOGY","A1",2022,"
1095-564X"
"592","DEVELOPMENTAL MEDICINE AND CHILD NEUROLOGY","A1",2022,"0012-1622"
"593","DEVELOPMENTAL MEDICINE AND CHILD NEUROLOGY","A1",2022,"
1469-8749"
"594","DEVELOPMENTAL PSYCHOLOGY","A1",2022,"0012-1649"
"595","DEVELOPMENTAL PSYCHOLOGY","A1",2022,"
1939-0599"
"596","DIABETES","A1",2022,"0012-1797"
"597","DIABETES","A1",2022,"
1939-327X"
"598","DIABETOLOGIA","A1",2022,"0012-186X"
"599","DIABETOLOGIA","A1",2022,"
1432-0428"
"600","DIALECTICA","A1",2022,"0012-2017"
"601","DIALECTICA","A1",2022,"
1746-8361"
"602","DICKENSIAN","A1",2022,"0012-2440"
"603","DISCRETE MATHEMATICS","A1",2022,"0012-365X"
"604","DISCRETE MATHEMATICS","A1",2022,"
1872-681X"
"605","CHEST","A1",2022,"0012-3692"
"606","CHEST","A1",2022,"
1931-3543"
"607","DISEASES OF THE COLON RECTUM","A1",2022,"0012-3706"
"608","DISEASES OF THE COLON RECTUM","A1",2022,"
1530-0358"
"609","DISSERTATIONES MATHEMATICAE","A1",2022,"0012-3862"
"610","DISSERTATIONES MATHEMATICAE","A1",2022,"
1730-6310"
"611","DRUGS","A1",2022,"0012-6667"
"612","DRUGS","A1",2022,"
1179-1950"
"613","DUKE LAW JOURNAL","A1",2022,"0012-7086"
"614","DUKE LAW JOURNAL","A1",2022,"
1939-9111"
"615","DUKE MATHEMATICAL JOURNAL","A1",2022,"0012-7094"
"616","DUKE MATHEMATICAL JOURNAL","A1",2022,"
1547-7398"
"617","EARLY AMERICAN LITERATURE","A1",2022,"0012-8163"
"618","EARLY AMERICAN LITERATURE","A1",2022,"
1534-147X"
"619","EARTH AND PLANETARY SCIENCE LETTERS","A1",2022,"0012-821X"
"620","EARTH AND PLANETARY SCIENCE LETTERS","A1",2022,"
1385-013X"
"621","EARTH SCIENCE REVIEWS","A1",2022,"0012-8252"
"622","EARTH SCIENCE REVIEWS","A1",2022,"
1872-6828"
"623","ANNALES SCIENTIFIQUES DE L ECOLE NORMALE SUPERIEURE","A1",2022,"0012-9593"
"624","ANNALES SCIENTIFIQUES DE L ECOLE NORMALE SUPERIEURE","A1",2022,"
1873-2151"
"625","ECOLOGICAL MONOGRAPHS","A1",2022,"0012-9615"
"626","ECOLOGICAL MONOGRAPHS","A1",2022,"
1557-7015"
"627","ECOLOGY","A1",2022,"0012-9658"
"628","ECOLOGY","A1",2022,"
1939-9170"
"629","ECONOMETRICA","A1",2022,"0012-9682"
"630","ECONOMETRICA","A1",2022,"
1468-0262"
"631","ECONOMIC DEVELOPMENT AND CULTURAL CHANGE","A1",2022,"0013-0079"
"632","ECONOMIC DEVELOPMENT AND CULTURAL CHANGE","A1",2022,"
1539-2988"
"633","ECONOMIC GEOGRAPHY","A1",2022,"0013-0095"
"634","ECONOMIC GEOGRAPHY","A1",2022,"
1944-8287"
"635","ECONOMIC HISTORY REVIEW","A1",2022,"0013-0117"
"636","ECONOMIC HISTORY REVIEW","A1",2022,"
1468-0289"
"637","ECONOMIC JOURNAL","A1",2022,"0013-0133"
"638","ECONOMIC JOURNAL","A1",2022,"
1468-0297"
"639","ECONOMICA","A1",2022,"0013-0427"
"640","ECONOMICA","A1",2022,"
1468-0335"
"641","EDUCATION AND URBAN SOCIETY","A1",2022,"0013-1245"
"642","EDUCATION AND URBAN SOCIETY","A1",2022,"
1552-3535"
"643","EDUCATIONAL ADMINISTRATION QUARTERLY","A1",2022,"0013-161X"
"644","EDUCATIONAL ADMINISTRATION QUARTERLY","A1",2022,"
1552-3519"
"645","EDUCATIONAL AND PSYCHOLOGICAL MEASUREMENT","A1",2022,"0013-1644"
"646","EDUCATIONAL AND PSYCHOLOGICAL MEASUREMENT","A1",2022,"
1552-3888"
"647","EDUCATIONAL PHILOSOPHY AND THEORY","A1",2022,"0013-1857"
"648","EDUCATIONAL PHILOSOPHY AND THEORY","A1",2022,"
1469-5812"
"649","EDUCATIONAL RESEARCH","A1",2022,"0013-1881"
"650","EDUCATIONAL RESEARCH","A1",2022,"
1469-5847"
"651","EDUCATIONAL RESEARCHER","A1",2022,"0013-189X"
"652","EDUCATIONAL RESEARCHER","A1",2022,"
1935-102X"
"653","EDUCATIONAL REVIEW","A1",2022,"0013-1911"
"654","EDUCATIONAL REVIEW","A1",2022,"
1465-3397"
"655","EDUCATIONAL STUDIES IN MATHEMATICS","A1",2022,"0013-1954"
"656","EDUCATIONAL STUDIES IN MATHEMATICS","A1",2022,"
1573-0816"
"657","JOURNAL OF THE ELECTROCHEMICAL SOCIETY","A1",2022,"0013-4651"
"658","JOURNAL OF THE ELECTROCHEMICAL SOCIETY","A1",2022,"
1945-7111"
"659","ELECTROCHIMICA ACTA","A1",2022,"0013-4686"
"660","ELECTROCHIMICA ACTA","A1",2022,"
1873-3859"
"661","ELEMENTARY SCHOOL JOURNAL","A1",2022,"0013-5984"
"662","ELEMENTARY SCHOOL JOURNAL","A1",2022,"
1554-8279"
"663","ENDOCRINOLOGY","A1",2022,"0013-7227"
"664","ENDOCRINOLOGY","A1",2022,"
1945-7170"
"665","ENDOSCOPY","A1",2022,"0013-726X"
"666","ENDOSCOPY","A1",2022,"
1438-8812"
"667","ENGINEERING FRACTURE MECHANICS","A1",2022,"0013-7944"
"668","ENGINEERING FRACTURE MECHANICS","A1",2022,"
1873-7315"
"669","ENGINEERING GEOLOGY","A1",2022,"0013-7952"
"670","ENGINEERING GEOLOGY","A1",2022,"
1872-6917"
"671","ENGLISH HISTORICAL REVIEW","A1",2022,"0013-8266"
"672","ENGLISH HISTORICAL REVIEW","A1",2022,"
1477-4534"
"673","ENGLISH LANGUAGE NOTES","A1",2022,"0013-8282"
"674","ENGLISH LANGUAGE NOTES","A1",2022,"
2573-3575"
"675","ELH ENGLISH LITERARY HISTORY","A1",2022,"0013-8304"
"676","ELH ENGLISH LITERARY HISTORY","A1",2022,"
1080-6547"
"677","ENGLISH STUDIES","A1",2022,"0013-838X"
"678","ENGLISH STUDIES","A1",2022,"
1744-4217"
"679","ENTOMOLOGIA EXPERIMENTALIS ET APPLICATA","A1",2022,"0013-8703"
"680","ENTOMOLOGIA EXPERIMENTALIS ET APPLICATA","A1",2022,"
1570-7458"
"681","ENVIRONMENT AND BEHAVIOR","A1",2022,"0013-9165"
"682","ENVIRONMENT AND BEHAVIOR","A1",2022,"
1552-390X"
"683","ENVIRONMENTAL RESEARCH","A1",2022,"0013-9351"
"684","ENVIRONMENTAL RESEARCH","A1",2022,"
1096-0953"
"685","ENVIRONMENTAL SCIENCE TECHNOLOGY","A1",2022,"0013-936X"
"686","ENVIRONMENTAL SCIENCE TECHNOLOGY","A1",2022,"
1520-5851"
"687","EPILEPSIA","A1",2022,"0013-9580"
"688","EPILEPSIA","A1",2022,"
1528-1167"
"689","ERDKUNDE","A1",2022,"0014-0015"
"690","ERGONOMICS","A1",2022,"0014-0139"
"691","ERGONOMICS","A1",2022,"
1366-5847"
"692","ESTETIKA THE CENTRAL EUROPEAN JOURNAL OF AESTHETICS","A1",2022,"0014-1291"
"693","ETHICS","A1",2022,"0014-1704"
"694","ETHICS","A1",2022,"
1539-297X"
"695","ETHNOHISTORY","A1",2022,"0014-1801"
"696","ETHNOHISTORY","A1",2022,"
1527-5477"
"697","ETHNOMUSICOLOGY","A1",2022,"0014-1836"
"698","ETHNOMUSICOLOGY","A1",2022,"
2156-7417"
"699","ETHNOS","A1",2022,"0014-1844"
"700","ETHNOS","A1",2022,"
1469-588X"
"701","EUPHYTICA","A1",2022,"0014-2336"
"702","EUPHYTICA","A1",2022,"
1573-5060"
"703","EUROPEAN ECONOMIC REVIEW","A1",2022,"0014-2921"
"704","EUROPEAN ECONOMIC REVIEW","A1",2022,"
1873-572X"
"705","EUROPEAN JOURNAL OF CLINICAL INVESTIGATION","A1",2022,"0014-2972"
"706","EUROPEAN JOURNAL OF CLINICAL INVESTIGATION","A1",2022,"
1365-2362"
"707","EUROPEAN JOURNAL OF IMMUNOLOGY","A1",2022,"0014-2980"
"708","EUROPEAN JOURNAL OF IMMUNOLOGY","A1",2022,"
1521-4141"
"709","EUROPEAN JOURNAL OF PHARMACOLOGY","A1",2022,"0014-2999"
"710","EUROPEAN JOURNAL OF PHARMACOLOGY","A1",2022,"
1879-0712"
"711","EUROPEAN POLYMER JOURNAL","A1",2022,"0014-3057"
"712","EUROPEAN POLYMER JOURNAL","A1",2022,"
1873-1945"
"713","EVOLUTION","A1",2022,"0014-3820"
"714","EVOLUTION","A1",2022,"
1558-5646"
"715","EXCEPTIONAL CHILDREN","A1",2022,"0014-4029"
"716","EXCEPTIONAL CHILDREN","A1",2022,"
2163-5560"
"717","EXPERIMENTAL EYE RESEARCH","A1",2022,"0014-4835"
"718","EXPERIMENTAL EYE RESEARCH","A1",2022,"
1096-0007"
"719","EXPERIMENTAL MECHANICS","A1",2022,"0014-4851"
"720","EXPERIMENTAL MECHANICS","A1",2022,"
1741-2765"
"721","EXPERIMENTAL NEUROLOGY","A1",2022,"0014-4886"
"722","EXPERIMENTAL NEUROLOGY","A1",2022,"
1090-2430"
"723","EXPLORATIONS IN ECONOMIC HISTORY","A1",2022,"0014-4983"
"724","FEBS LETTERS","A1",2022,"0014-5793"
"725","FEBS LETTERS","A1",2022,"
1873-3468"
"726","FAMILY PROCESS","A1",2022,"0014-7370"
"727","FAMILY PROCESS","A1",2022,"
1545-5300"
"728","FERTILITY AND STERILITY","A1",2022,"0015-0282"
"729","FERTILITY AND STERILITY","A1",2022,"
1556-5653"
"730","FINANCIAL ANALYSTS JOURNAL","A1",2022,"0015-198X"
"731","FINANCIAL ANALYSTS JOURNAL","A1",2022,"
1938-3312"
"732","FOLKLORE","A1",2022,"0015-587X"
"733","FOLKLORE","A1",2022,"
1469-8315"
"734","FORBES","A1",2022,"0015-6914"
"735","FOREIGN AFFAIRS","A1",2022,"0015-7120"
"736","FOREIGN LANGUAGE ANNALS","A1",2022,"0015-718X"
"737","FOREIGN LANGUAGE ANNALS","A1",2022,"
1944-9720"
"738","FORESTRY","A1",2022,"0015-752X"
"739","FORESTRY","A1",2022,"
1464-3626"
