grupo,categoria,tipo_producto,titulo_capitulo,pais,ano,titulo_libro,ISBN,vol,pags,editorial,autores
URBANITAS,Capítulos de libro publicados,Capítulo de libro,Aproximación al estado del arte de la planificación de cuentas en Colombia,España,2016,Tendencias Publicitarias en Iberoamerica. Diálogo de saberes y experiencias. Colección Mundo digital,978-84-608-3444-1, ,277 - 291,Universidad De Alicante,"CLAUDIA INES VELEZ OCHOA, OMAR MUNOZ SANCHEZ"
URBANITAS,Capítulos de libro publicados,Otro capítulo de libro publicado,Andamiaje instruccional y diseño para lectura en pantalla,España,2016, ¿EDUcación y TECnología. Propuestas desde la investigación y la innovación educativa¿. ,978-84-9921-847-2, ,261 - 263,OCTAEDRO ,"CARLOS SUAREZ QUICENO, EDWIN ANDRES SEPULVEDA CARDONA"
URBANITAS,Capítulos de libro publicados,Otro capítulo de libro publicado,"Los seriados de televisión de Estados Unidos, un acercamiento metodológico.",Colombia,2015,Televisión y construcción de lo público. Cátedra Unesco de Comunicación.,978-958-716-888-4, ,140 - 141,Editorial Pontificia Universidad Javeriana,"FERNANDO AQUILES DE LA SANTISI ARANGO NAVARRO, ANCIZAR VARGAS LEON, MARIA CRISTINA LOAIZA PINEDA"
URBANITAS,Capítulos de libro publicados,Otro capítulo de libro publicado,"Transmedia literacy, medios y sujetos en formación",Colombia,2015,XVIII ENCUENTRO NACIONAL DE INVESTIGACIÓN,2463-0004, ,216 - 225,Fondo Editorial Luis Amigó,"EDWIN ANDRES SEPULVEDA CARDONA, CARLOS SUAREZ QUICENO"
URBANITAS,Capítulos de libro publicados,Capítulo de libro,Propaganda en el Posconflicto Colombiano,Colombia,2015,Imaginar La Paz En Colombia: Cavilaciones Desde La Academia,9789588943015, ,87 - 109,Funlam,RAFAEL VARGAS CANO
URBANITAS,Capítulos de libro publicados,Capítulo de libro,"Creación micrositio en plataforma DICOM para mejorar resultados Saber Pro de estudiantes de Comunicación Social, de la Funlam",Colombia,2015,Funlam.,9789588399928, ,119 - 145,Fondo Editorial Fundación Universitaria Luis Amigó,FERNANDO AQUILES DE LA SANTISI ARANGO NAVARRO
URBANITAS,Capítulos de libro publicados,Otro capítulo de libro publicado,La sociedad del conocimiento: ¿democratización de la información?,Colombia,2015,Seminario Internacional Comunicación-Educación Y Publicidad 2012 -2013,978-958-8399-73-7, ,83 - 94,Fondo Editorial Funlam,LINA MARIA GONZALEZ CORREA
URBANITAS,Capítulos de libro publicados,Capítulo de libro,Enlatados para consumo familiar,Colombia,2014,Televisión enlatada. Características ideológicas de los seriados de televisión estadounidense emitidos en Colombia entre 1955 y 1990,978-958-8399-75-1, ,64 - 83,Fondo Editorial Funlam,"FERNANDO AQUILES DE LA SANTISI ARANGO NAVARRO, ANCIZAR VARGAS LEON, MARIA CRISTINA LOAIZA PINEDA"
URBANITAS,Capítulos de libro publicados,Otro capítulo de libro publicado,Estado del arte de la investigación en Comunicación. Hacia la formulación de un proyecto global,Colombia,2014,un compromiso con la sociedad,978-958-8399-76-8, ,39 - 49,Fondo Editorial Luis Amigó,LINA MARIA GONZALEZ CORREA
URBANITAS,Capítulos de libro publicados,Capítulo de libro,La investigación: un compromiso con la sociedad,Colombia,2014,un compromiso con la sociedad,978-958-8399-76-8, ,28 - 38,Fondo Editorial Luis Amogó,LINA MARIA GONZALEZ CORREA
URBANITAS,Capítulos de libro publicados,Otro capítulo de libro publicado,Diseño de experiencias de escritura: transmediación para crear contenidos mediáticos,Colombia,2014,Seminario Internacional Comunicación-Educación Y Publicidad 2012 -2013,978-958-8399-73-7, ,32 - 41,Fondo Editorial Funlam,EDWIN ANDRES SEPULVEDA CARDONA
URBANITAS,Capítulos de libro publicados,Capítulo de libro,Las teorías posmodernas de gestión de organizaciones,Colombia,2014,Investigación en comunicación-educación y publlicidad,978-958-8399-73-7, ,24 - 32,Fondo Editorial Luis Amigó,"LINA MARIA GONZALEZ CORREA, ANCIZAR VARGAS LEON"
URBANITAS,Capítulos de libro publicados,Otro capítulo de libro publicado,Hipertexto y relatos interactivos: contribuciones desde la comunicación y las TIC a los procesos de enseñanza ¿ aprendizaje de las competencias relacionadas con la escritura,Colombia,2014,Seminario Internacional Comunicación-Educación Y Publicidad 2012 -2013,978-958-8399-73-7, ,62 - 82,Fondo Editorial Funlam,"EDWIN ANDRES SEPULVEDA CARDONA, CARLOS SUAREZ QUICENO"
URBANITAS,Capítulos de libro publicados,Otro capítulo de libro publicado,Comunicación y Prospectiva,Colombia,2014, Pensamiento Prospectivo y Estrategia: Retos y Desafíos para la construcción social de territorios del futuro,978-958-651-595-5, ,122 - 146,Editorial Universidad Nacional,ANCIZAR VARGAS LEON
URBANITAS,Capítulos de libro publicados,Otro capítulo de libro publicado,La responsabilidad social desde una perspectiva crítica e interdisciplinaria,Colombia,2014,Seminario Internacional Comunicación-Educación Y Publicidad 2012 -2013,978-958-8399-73-7, ,78 - 89,Fondo Editorial Funlam,LINA MARIA GONZALEZ CORREA
URBANITAS,Capítulos de libro publicados,Capítulo de libro,Estado del Arte de la Investigación en Comunicación: Hacia la Formulación de un Proyecto Global. Estudio de Caso Facultades de Medellín,Colombia,2014,Social y Cultural «Retos y Desa os para la Construcción Social de territorios del Futuro»,978-958-651-594-8, ,32 - 57,Universidad Nacional Abierta y a Distancia ¿ UNAD,LINA MARIA GONZALEZ CORREA
URBANITAS,Capítulos de libro publicados,Otro capítulo de libro publicado,la familia en los enlatados estadounidenses en la TV colombiana (1954-1990),Colombia,2013,Encuentro Nacional de Investigación. Transformación de la dinámica investigativa.,978-958-8399-62-1, ,33 - 38,Fondo Editorial Funlam,FERNANDO AQUILES DE LA SANTISI ARANGO NAVARRO
URBANITAS,Capítulos de libro publicados,Otro capítulo de libro publicado,Contenidos transmedia y crossmedia para la formación de competencias narrativas,Colombia,2013,Robert Ashley,978-958-8399-62-1, ,68 - 72,Fondo Editorial Funlam,EDWIN ANDRES SEPULVEDA CARDONA
URBANITAS,Capítulos de libro publicados,Capítulo de libro,Proceso metodológico en torno a la construcción de un Manual de Branding para,Colombia,2013,Encuentro Nacional de Investigación Funlam: Transformación de la Dinámica Investigativa,9789588399621, ,86 - 90,Fondo Editorial Funlam,RAFAEL VARGAS CANO
URBANITAS,Capítulos de libro publicados,Otro capítulo de libro publicado,Medios ciudadanos y construcción del derecho a la comunicación,España,2012,Ultimas Tendencias En Modelos De Investigación En El Eees Y En Otros Sistemas Actuales,978-84-9011-625-8, ,49 - 58,,CLAUDIA TERESA HERRERA CAICEDO
URBANITAS,Capítulos de libro publicados,Otro capítulo de libro publicado,"""Algunas características ideológicas de los programas enlatados emitidos en la televisión colombiana entre 1955 y 1990",Colombia,2012,Hacia la transformación de la dinámica investigativa. Memorias del Encuentro Nacional de Investigación 2012.,978-958-8399-57-7, ,24 - 37,Fondo Editorial Funlam,FERNANDO AQUILES DE LA SANTISI ARANGO NAVARRO
URBANITAS,Capítulos de libro publicados,Otro capítulo de libro publicado,Algunas precisiones sobre ciudadanía y derecho a la comunicación,Colombia,2012,Análisis Comparativo De La Competencia Genérica Razonamiento Cuantitativo De La Prueba Saberpro Y Su Relación Con Los Cursos Ofrecidos Por El Departamento De Ciencias Básicas En Los Programas De Pregrado De La Funlam Y La U De M,978-958-8399-57-7, ,38 - 43,Fondo Editorial Funlam,CLAUDIA TERESA HERRERA CAICEDO
URBANITAS,Capítulos de libro publicados,Otro capítulo de libro publicado,Libros electrónicos interactivos: nuevos lectores y nuevas terminales de lectura,Colombia,2012,Seminario Internacional Comunicación-Educación Y Publicidad 2012 -2013,978-958-8399-73-7, ,163 - 175,Fondo Editorial Funlam,EDWIN ANDRES SEPULVEDA CARDONA
URBANITAS,Capítulos de libro publicados,Capítulo de libro,Los procesos de transferencia de conocimiento en algunas universidades de Colombia,Colombia,2012,Conferencia Ascolfa 2012. Encuentro Internacional De Investigación En Administración. ¿Desafíos De La Gerencia En Entornos Competitivos¿.,978-958-99621-9-0, ,1 - 19,Asociacion Colombiana De Facultades De Administracion Ascolfa,EDWIN ANDRES SEPULVEDA CARDONA
URBANITAS,Capítulos de libro publicados,Capítulo de libro,COMUNICACIÓN DE LA CIENCIA Y LA TECNOLOGÍA: UN ACERCAMIENTO AL MODELO DE PARTICIPACIÓN PÚBLICA,Colombia,2012,Organización Y Conocimiento,978-958-8399-45-4, ,81 - 96,Fondo Editorial Funlam,EDWIN ANDRES SEPULVEDA CARDONA
URBANITAS,Capítulos de libro publicados,Capítulo de libro,Construcción visual de la memoria en el espacio público. Memoria y olvido en la ciudad de Medellín,Brasil,2011,Arte público y espacios políticos: interacciones y fracturas en ciudades latinoamericanas,978-85-7654-118-9, ,207 - 218,C/Arte,PAOLO ANTONIO VILLALBA STORTI
URBANITAS,Capítulos de libro publicados,Capítulo de libro,El combate de Medellín con la memoria. Hacia una recuperación culposa del pasado,Argentina,2011,prácticas y representaciones,978-987-1648-28-3, ,1 - ,Jornadas de Humanidades. Historia del Arte. ,PAOLO ANTONIO VILLALBA STORTI
URBANITAS,Capítulos de libro publicados,Capítulo de libro,Entre el olvido y la conmemoración: convulsión anacrónica en el espacio público,Colombia,2010,IX Encuentro de Estudiantes de Historia Universidad Nacional de Colombia,978-958-728-078-4, ,1 - ,Centro De Publicaciones Universidad Nacional De Colombia Sede Medellin,PAOLO ANTONIO VILLALBA STORTI
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Capítulos de libro publicados,Capítulo de libro,El amor: una emoción para la educación,Colombia,2022,Sentir con otros. Análisis de la condición emocional del humano,-9789581206094, ,57 - 79,Editorial Universidad De La Sabana,GLORIA MARIA LOPEZ ARBOLEDA
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Capítulos de libro publicados,Otro capítulo de libro publicado,Urdimbres a propósüode la marca de la violencia contra la mujer,Colombia,2022,Violencias basadas en género: la otra tragedia de Colombia,978-958-8943-78-7, ,56 - 75,Fondo Editorial Fundación Universitaria Luis Amigó,GLORIA MARIA LOPEZ ARBOLEDA
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Capítulos de libro publicados,Capítulo de libro,La e-salud al servicio de la prevención y el tratamiento de las adicciones,México,2022,Experiencias en ciberpsicología: hacia una nueva era de la psicología,978-607-30-5647-2, ,113 - 134,Libros UNAM,SANDRA MILENA RESTREPO ESCOBAR
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Capítulos de libro publicados,Capítulo de libro,"Actitud frente al cambio en el contexto de la cuarentena, a causa del COVID -19, en un grupo de estudiantes de Medellín",Colombia,2021,Educación y COVID-19: Reflexiones académicas en tiempos de pandemi,978-958-8943-77-0, ,23 - 37,Fondo Editorial Luis Amigó ,"DUBIS MARCELA RINCON BARRETO, SARA PAOLA MESA BENITEZ, SARA CAMILA NARVAEZ ROLDAN, RUTH DANIRYS MURILLO MOSQUERA, CAROLINA SUAREZ MARTINEZ, CATALINA QUINTERO LOPEZ"
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Capítulos de libro publicados,Capítulo de libro,De la farmacodependencia a la comprensión de las adicciones en el marco de la salud mental.,Colombia,2021,consumos y aportes para la prevención y atención de adicciones,978-958-53417-1-5, ,354 - 375,Fundacol,"ALEXANDER RODRIGUEZ BUSTAMANTE, ELIZABET RUIZ ZULUAGA, MARIA VICTORIA RESTREPO TOBON, DAVID IGNACIO MOLINA VELASQUEZ, JORGE HERNAN GONZALEZ CORTES, LUCAS DAVILA CANAS"
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Capítulos de libro publicados,Capítulo de libro,"Adicción a la Heroina, Estrategias de Intervención",,2021,consumos y aportes para la prevención y atención de adicciones,978-958-53417-1-5, ,126 - 155,Fundación Opción Colombia ,"JORGE MAURICIO CUARTAS ARIAS, LUISA FERNANDA CORREA PEREZ"
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Capítulos de libro publicados,Capítulo de libro,De la farmacodependencia a la comprensión de las adicciones en el marco de la salud mental.,Colombia,2021,consumos y aportes para la prevención y atención de adicciones,978-958-53417-1-5, ,354 - 375,Arte Impresores SAS,"MARIA VICTORIA RESTREPO TOBON, DAVID IGNACIO MOLINA VELASQUEZ, JORGE HERNAN GONZALEZ CORTES, LUCAS DAVILA CANAS, ALEXANDER RODRIGUEZ BUSTAMANTE, ELIZABET RUIZ ZULUAGA"
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Capítulos de libro publicados,Otro capítulo de libro publicado,Diseños y métodos de investigación,Colombia,2018,Situaciones y retos de la investigación en Latinoamérica,978-958-8943-38-1, ,62 - 76,Fondo Editorial Universidad Católica Luis Amigó,GUSTAVO ADOLFO CALDERON VALLEJO
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Capítulos de libro publicados,Otro capítulo de libro publicado,E-Salud una ventana abierta a la prevención de las adicciones,Colombia,2017,Educación digital y Gestión del talento humano en Iberoamérica,9789585951860, ,31 - 42,Corporación Cimted,"SANDRA MILENA RESTREPO ESCOBAR, EDWIN ANDRES SEPULVEDA CARDONA"
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Capítulos de libro publicados,Otro capítulo de libro publicado,"Relación entre los modelos, las prácticas y las necesidades preventivas en los programas de prevención del consumo de sustancias psicoactivas en Colombia",Colombia,2016,XIX ENCUENTRO NACIONAL DE INVESTIGACIÓN ¿Apropiación del conocimiento¿,2463-0004, ,186 - 190,Fondo Editorial Luis Amigó,GUSTAVO ADOLFO CALDERON VALLEJO
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Capítulos de libro publicados,Otro capítulo de libro publicado,El síndrome amotivacional en consumidores de marihuana,Colombia,2015,XVIII ENCUENTRO NACIONAL DE INVESTIGACIÓN,2463-0004, ,130 - 140,Fondo Editorial Luis Amigo,SANDRA MILENA RESTREPO ESCOBAR
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Capítulos de libro publicados,Otro capítulo de libro publicado,Camino hacia la regulación del consumo de marihuana con fines medicinales en Colombia,Colombia,2015,"XVIII ENCUENTRO NACIONAL DE INVESTIGACIÓN ""La investigación una oportunidad social""",2463-0004, ,93 - 105,Fondo Editorial Luis Amigó,"GUSTAVO ADOLFO CALDERON VALLEJO, LINA MARIA PAREJA HINCAPIE"
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Capítulos de libro publicados,Otro capítulo de libro publicado,Problemáticas conexas de las adicciones,Colombia,2015,Prevencion Y Tratamiento De Las Adicciones Desde Lo Psicosocial,978-958-8399-94-2, ,35 - 45,Fondo Editorial Funlam,SANDRA MILENA RESTREPO ESCOBAR
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Capítulos de libro publicados,Capítulo de libro,Representaciones sociales del tratamiento de las adicciones comportamentales por profesionales de las ciencias sociales y de la salud,Colombia,2015,Prevencion Y Tratamiento De Las Adicciones Desde Lo Psicosocial,978-958-8399-94-2, ,111 - 129,Fondo Editorial Funlam,"GUSTAVO ADOLFO CALDERON VALLEJO, HENRY HOLGUIN OSORIO"
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Capítulos de libro publicados,Otro capítulo de libro publicado,Representaciones sociales del tratamiento de las adicciones comportamentales por profesionales de las ciencias sociales y de la salud,Colombia,2015,Prevención y tratamiento de las adicciones desde lo psicosocial,978-958-8399-94-2, ,111 - 128,Fondo editorial Luis Amigó,"GUSTAVO ADOLFO CALDERON VALLEJO, CESAR AOGUSTO JARAMILLO JARAMILLO, HENRY HOLGUIN OSORIO"
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Capítulos de libro publicados,Otro capítulo de libro publicado,Factores de riesgo asociados al uso de drogas. Algunos aportes psicoanaliticos.,Colombia,2015,Psicologia Y Arte.,978-3-659-09498-9, ,7 - 48,Editorial Academica Española,NICOLAS IGNACIO URIBE ARAMBURO
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Capítulos de libro publicados,Otro capítulo de libro publicado,La escritura emocional en el proceso de resocialización del habitante de calle,Colombia,2014,Un Compromiso Con La Sociedad.,9789588399768, ,168 - 180,Fondo Editorial Funlam,SANDRA MILENA RESTREPO ESCOBAR
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Capítulos de libro publicados,Capítulo de libro,"Barras bravas, consumo de drogas y violencia. El caso de la Ciudad de Medellin.",Colombia,2014,Barras bravas en el fútbol : consumo de drogas y violencia,978-958-8399-72-0, ,61 - 106,Fondo Editorial Fundacion Universitaria Luis Amigo,NICOLAS IGNACIO URIBE ARAMBURO
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Capítulos de libro publicados,Capítulo de libro,La realidad vista en el campo,Colombia,2014,Barras bravas en el fútbol : consumo de drogas y violencia,978-958-8399-72-0, ,107 - 117,Fondo Editorial Fundacion Universitaria Luis Amigo,NICOLAS IGNACIO URIBE ARAMBURO
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Capítulos de libro publicados,Capítulo de libro,"Violencia, Psicologia Social y la influencia de las masas",Colombia,2014,Barras bravas en el fútbol : consumo de drogas y violencia,978-958-8399-72-0, ,19 - 44,Fondo Editorial Fundacion Universitaria Luis Amigo,NICOLAS IGNACIO URIBE ARAMBURO
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Capítulos de libro publicados,Otro capítulo de libro publicado,LA FAMILIA COMO FACTOR DE RIESGO O PROTECCIÓN EN EL CONSUMO DE DROGAS,Colombia,2013,Crianza Y Salud Mental. Funciones Y Disfunciones Del Contexto Familiar Contemporáneo,978-958-99154-5-5, ,80 - 105,,GUILLERMO ALONSO CASTANO PEREZ
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Capítulos de libro publicados,Otro capítulo de libro publicado,La familia como factor de riesgo o proteccion en el consumo de drogas,Colombia,2013,Crianza Y Salud Mental. Funciones Y Disfunciones Del Contexto Familiar Contemporáneo,978-958-99154-5-5, ,80 - 104,,"GUILLERMO ALONSO CASTANO PEREZ, GLORIA LUCIA SIERRA AGUDELO, OTROS AUTORES"
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Capítulos de libro publicados,Otro capítulo de libro publicado,La familia como factor de riesgo o proteccion en el consumo de drogas,Colombia,2013,Crianza Y Salud Mental. Funciones Y Disfunciones Del Contexto Familiar Contemporáneo,978-958-99154-5-5, ,80 - 104,,"GUILLERMO ALONSO CASTANO PEREZ, GLORIA LUCIA SIERRA AGUDELO, OTROS AUTORES"
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Capítulos de libro publicados,Otro capítulo de libro publicado,Aportes de la Comunidad Terapéutica al Abordaje de las Adicciones,Colombia,2013,Tratamiento Y Prevencion,978-958-8843-01-8, ,349 - 355,Fondo Editorial Cib Medellin,"CESAR AUGUSTO JARAMILLO JARAMILLO, ELVIA VELASQUEZ DE PABON"
